,longitude,latitude,acq_date,DEM,fire,2_at
5744,86.3617,27.0095,2019-03-21,516.4189453125,0,291.1269836425781
5745,84.5477,27.4044,2019-05-02,475.3624877929688,1,304.55853271484375
5746,80.6829,28.8578,2019-02-22,444.70556640625,0,290.1117248535156
5747,82.1848,28.5883,2019-05-14,767.845947265625,0,292.8026428222656
5748,80.2569,29.1949,2019-05-19,365.8735656738281,1,295.6476135253906
5749,81.5968,28.3232,2019-04-11,398.60003662109375,0,297.6242980957031
5750,83.1513,28.3177,2019-05-09,1620.4749755859375,1,285.2513427734375
5751,84.6187,28.1235,2019-02-22,1266.9176025390625,0,282.9630432128906
5752,80.6179,29.3673,2019-04-02,1759.6766357421875,0,290.4712829589844
5753,82.3086,28.8056,2019-05-11,1193.0675048828125,1,284.0394592285156
5754,81.9534,28.1367,2019-05-22,711.2310791015625,0,304.28228759765625
5755,80.1938,29.1102,2019-11-24,707.0708618164062,0,288.8567199707031
5756,81.2962,28.5341,2019-05-11,190.79620361328125,0,301.560302734375
5757,81.4781,28.3493,2019-02-02,198.478256225586,0,289.73724365234375
5758,81.668,28.4011,2019-06-10,605.2685546875,0,303.7059326171875
5759,81.1623,29.0841,2019-05-28,1190.990234375,0,296.0160827636719
5760,82.6741,27.727,2019-03-16,414.73193359375,1,295.1820373535156
5761,82.7838,27.9776,2019-03-01,1555.8583984375,0,284.9992370605469
5762,81.9456,28.063,2019-03-22,179.99867248535156,0,296.46124267578125
5763,80.9826,28.8551,2019-05-11,980.7321166992188,1,299.2537841796875
5764,80.3697,29.0994,2019-03-21,610.2308349609375,0,290.4416198730469
5765,80.5022,29.033,2019-03-13,1094.9859619140625,0,289.8799743652344
5766,81.3206,28.5529,2019-01-01,200.47915649414065,0,285.4576721191406
5767,81.6902,28.2956,2019-12-05,240.0286865234375,0,287.63714599609375
5768,86.6306,26.7278,2019-05-12,228.06179809570312,0,305.6688537597656
5769,80.5822,28.7254,2019-03-14,175.8802490234375,0,293.11669921875
5770,85.7051,27.0377,2019-12-05,179.54257202148438,0,287.3998107910156
5771,81.413,28.5425,2019-05-17,461.3800048828125,1,300.8471374511719
5772,81.3033,28.8147,2019-05-07,420.7241821289063,1,297.65802001953125
5773,80.4792,29.0095,2019-05-11,1357.9605712890625,1,299.0373229980469
5774,80.683,28.926,2019-05-12,718.8706665039062,0,302.2479553222656
5775,85.6666,27.0599,2019-03-30,171.38943481445312,0,297.4150390625
5776,84.2386,27.5305,2019-02-22,153.264404296875,1,291.5574645996094
5777,84.9044,27.2898,2019-03-08,318.761474609375,0,292.1449890136719
5778,82.0704,28.416,2019-02-04,1511.6578369140625,0,283.8453063964844
5779,80.8683,28.5458,2019-04-12,155.69781494140625,0,299.6531982421875
5780,80.6947,28.9857,2019-02-16,1572.242431640625,0,287.533935546875
5781,84.7154,27.3412,2019-02-02,227.9299468994141,0,290.8218078613281
5782,82.7817,27.7758,2019-01-10,621.6136474609375,0,285.0039367675781
5783,81.8584,28.3394,2019-06-09,911.854248046875,0,301.0106201171875
5784,83.1852,28.099,2019-05-27,1097.5899658203125,1,293.4927673339844
5785,83.0323,27.6784,2019-04-29,120.21929168701172,0,303.2339782714844
5786,80.4928,29.1863,2019-03-15,1454.9420166015625,0,289.1167907714844
5787,81.3021,28.5334,2019-05-20,189.2215881347656,0,302.0983581542969
5788,86.5895,26.7651,2019-03-22,180.00057983398438,1,295.2499084472656
5789,81.4056,28.4931,2019-04-25,365.2278442382813,0,302.1954345703125
5790,81.9409,28.0964,2019-06-10,222.420150756836,0,304.8756408691406
5791,81.9374,28.1142,2019-05-29,257.07196044921875,0,303.7748718261719
5792,85.903,27.0905,2019-02-23,569.156494140625,0,292.5491943359375
5793,81.5136,28.4758,2019-05-23,443.4211730957031,1,302.691650390625
5794,81.7215,28.3201,2019-05-22,980.1317749023438,0,303.1439514160156
5795,82.6034,27.9358,2019-04-27,563.2532958984375,0,300.2974548339844
5796,82.9305,27.7241,2019-04-20,156.0159912109375,1,298.9150390625
5797,80.4259,29.0882,2019-02-22,739.9215698242188,0,287.5523376464844
5798,82.0896,28.0723,2019-05-06,893.6204223632812,1,299.5328674316406
5799,83.1646,27.74,2019-01-29,169.60037231445312,0,286.7141418457031
5800,80.4339,29.0146,2019-06-05,859.9879760742188,0,298.038330078125
5801,82.2061,28.3141,2019-03-21,1187.927978515625,0,290.5233459472656
5802,81.5607,28.3283,2019-04-30,326.41668701171875,1,301.28057861328125
5803,85.7007,26.9894,2019-04-01,139.2049102783203,0,299.5072937011719
5804,80.8581,28.6684,2019-05-23,174.9503173828125,0,303.6936340332031
5805,84.83,27.3112,2019-01-01,282.35174560546875,0,285.8635559082031
5806,81.5803,28.5287,2019-05-09,659.18603515625,1,300.6147766113281
5807,85.881,27.1231,2019-01-10,602.84228515625,0,285.8030090332031
5808,82.2782,27.9804,2019-04-23,644.74072265625,0,299.1372985839844
5809,82.285,28.3252,2019-06-02,1489.317626953125,0,294.4445495605469
5810,80.1658,28.8502,2019-03-16,184.2894287109375,0,292.3966064453125
5811,81.9639,28.4889,2019-11-24,1672.0753173828125,0,289.5313720703125
5812,81.4943,28.3168,2019-03-27,181.55795288085932,0,295.1194152832031
5813,80.2727,29.1291,2019-05-28,410.7320556640625,0,299.2825012207031
5814,87.7839,27.3934,2019-02-12,1658.0155029296875,0,272.81951904296875
5815,82.4831,27.9482,2019-04-30,600.3038940429688,0,301.7131652832031
5816,82.1689,28.0119,2019-03-28,305.6708984375,0,293.1648254394531
5817,80.7225,29.0513,2019-04-05,1354.8790283203125,0,294.5037536621094
5818,80.443,28.9508,2019-06-10,394.7280883789063,0,304.30194091796875
5819,80.4281,29.0157,2019-01-31,975.8838500976562,0,283.70587158203125
5820,81.9216,28.1362,2019-03-29,298.531982421875,0,296.73382568359375
5821,81.4743,28.521,2019-03-13,897.413330078125,0,293.6323547363281
5822,80.4491,28.7627,2019-04-24,190.0000915527344,1,299.8495178222656
5823,80.4568,29.0732,2019-05-09,988.8926391601562,1,298.7940979003906
5824,81.2819,28.5682,2019-03-11,197.004150390625,0,291.5703430175781
