longitude,latitude,acq_date,DEM,fire,Precipitation_CHIRPS
85.7363,27.071,2019-03-13,234.06036376953125,1,0.0
82.8076,27.8389,2019-06-14,589.9103393554688,0,2.4407455921173096
81.0734,28.8218,2019-03-24,888.9942626953125,0,0.0
80.2993,29.2036,2019-04-21,523.1292724609375,0,0.0
85.7256,27.0236,2019-01-30,181.56280517578125,0,0.0
80.8464,28.5969,2019-05-27,160.1868896484375,0,11.45227336883545
81.3187,28.6778,2019-04-27,690.5567626953125,1,0.0
81.3282,28.6074,2019-05-05,380.839599609375,0,0.0
81.9027,28.1332,2019-04-27,264.0931091308594,1,0.0
84.1375,27.5339,2019-03-13,171.41799926757812,1,0.0
82.0488,28.1822,2019-01-06,818.587158203125,0,0.0
80.3323,28.7562,2019-04-03,186.07391357421875,1,0.0
81.4401,28.5078,2019-03-28,441.0587768554688,0,0.0
85.3042,27.1096,2019-04-20,121.81423950195312,1,0.0
81.4609,28.7358,2019-05-02,518.9913940429688,1,0.0
82.1821,28.0051,2019-05-08,300.8717346191406,0,0.0
84.303,27.9239,2019-11-24,699.3919067382812,0,0.0
81.4108,28.9003,2019-04-05,851.3663330078125,0,0.0
82.1197,28.3181,2019-05-09,1222.260009765625,1,0.0
81.7282,28.2761,2019-04-19,244.66275024414065,0,0.0
83.894,27.602,2019-03-18,198.98129272460932,0,0.0
82.0512,28.0938,2019-03-16,937.02001953125,0,0.0
83.1412,28.3162,2019-05-09,1608.457763671875,1,5.658947467803955
81.4747,28.3953,2019-05-23,499.4818115234375,0,0.0
84.9442,27.2603,2019-01-06,264.3851928710937,0,0.0
80.4159,29.0952,2019-02-10,791.0656127929688,0,0.0
81.1126,28.8596,2019-01-29,544.3446044921875,0,0.0
82.7322,27.8988,2019-05-14,770.2459716796875,0,0.0
80.8734,29.0304,2019-06-01,1509.0426025390625,1,0.0
80.8737,28.7996,2019-06-21,334.50909423828125,0,0.0
81.4478,28.8891,2019-05-30,887.5777587890625,0,0.0
84.5477,27.4044,2019-01-01,475.3624877929688,0,0.0
82.9222,28.0039,2019-01-31,1136.1036376953125,0,0.0
82.8177,28.093,2019-05-05,1211.057861328125,0,0.0
82.1928,28.3449,2019-05-25,1452.23974609375,0,3.0438082218170166
82.2366,28.007,2019-06-05,840.0656127929688,0,0.0
82.568,27.8894,2019-03-24,478.7635498046875,0,0.0
81.8833,28.1118,2019-05-09,213.999740600586,1,0.0
81.8138,28.3304,2019-05-18,636.5447387695312,0,0.0
80.5612,29.3677,2019-05-05,1913.1795654296875,0,0.0
80.2039,28.8108,2019-01-10,176.45236206054688,0,0.0
87.9641,26.4816,2019-03-24,96.82164001464844,1,0.0
81.4356,28.2601,2019-05-28,154.83961486816406,0,0.0
82.3226,27.8563,2019-04-23,426.4556884765625,0,0.1404685378074646
81.0627,28.9149,2019-05-16,1210.12890625,1,0.0
83.0963,28.1711,2019-12-29,1299.8984375,0,0.0
81.835,28.1497,2019-03-18,190.27761840820312,0,0.0
80.9971,28.9324,2019-03-31,432.5054321289063,0,3.4030141830444336
81.8476,28.1417,2019-03-24,204.6943359375,0,0.0
80.6829,28.8578,2019-01-20,444.70556640625,0,0.0
80.4557,29.1008,2019-06-18,859.4717407226562,0,0.0
85.0746,27.2116,2019-05-13,181.3573608398437,0,18.682682037353516
81.0077,28.8936,2019-01-22,697.490478515625,0,24.550647735595703
