longitude,latitude,acq_date,DEM
84.9631,27.1825,2019-03-23,152.81944274902344
84.8524,27.2787,2019-03-24,240.19522094726562
84.859,27.2782,2019-03-24,242.78256225585938
86.3617,27.0095,2019-03-24,516.4189453125
86.2004,27.0389,2019-03-24,397.68341064453125
85.3033,27.1195,2019-03-24,130.77926635742188
85.262,27.1517,2019-03-24,149.03128051757812
85.2826,27.1647,2019-03-24,158.4921417236328
85.2843,27.1803,2019-03-24,175.8950958251953
84.9652,27.2199,2019-03-24,196.37258911132812
84.9032,27.2294,2019-03-24,185.25140380859375
84.8915,27.2275,2019-03-24,171.67897033691406
84.9208,27.2619,2019-03-24,261.1754150390625
85.6372,27.3863,2019-03-24,706.06396484375
85.6265,27.3847,2019-03-24,770.6405029296875
84.9189,27.2715,2019-03-24,284.6408996582031
84.8565,27.2811,2019-03-24,249.65045166015625
84.8447,27.2792,2019-03-24,227.9072265625
84.7858,27.2696,2019-03-24,174.99754333496094
84.8492,27.2838,2019-03-24,244.58297729492188
84.8002,27.2856,2019-03-24,209.99940490722656
84.7884,27.2836,2019-03-24,190.34451293945312
84.7982,27.2952,2019-03-24,212.96229553222656
84.7471,27.3066,2019-03-24,209.35244750976562
84.8042,27.326,2019-03-24,272.7886962890625
84.8964,27.3509,2019-03-24,494.088623046875
84.7273,27.3432,2019-03-24,244.50997924804688
84.7154,27.3412,2019-03-24,227.92994689941406
85.5723,27.304,2019-03-24,570.3841552734375
84.8731,27.3418,2019-03-25,414.685791015625
84.7946,27.3425,2019-03-25,278.45654296875
84.8056,27.3411,2019-03-25,297.9952392578125
84.7986,27.3359,2019-03-25,281.142333984375
84.8096,27.3345,2019-03-25,299.5042724609375
84.8644,27.3271,2019-03-25,349.29193115234375
84.6536,27.3457,2019-03-25,287.6365051269531
84.8847,27.3149,2019-03-25,361.93084716796875
84.9094,27.2641,2019-03-25,256.9995422363281
86.2063,27.0853,2019-03-25,895.6383666992188
84.9712,27.2369,2019-03-25,225.28604125976562
84.9189,27.2279,2019-03-25,194.27389526367188
84.9714,27.2113,2019-03-25,186.68914794921875
86.4071,26.9827,2019-03-25,396.61846923828125
86.417,26.9813,2019-03-25,316.8877868652344
84.9807,27.2189,2019-03-25,198.61215209960938
84.9,27.2397,2019-03-25,197.71136474609375
84.7979,27.3419,2019-03-25,283.5806884765625
84.8318,27.3403,2019-03-28,348.80914306640625
84.8367,27.3371,2019-03-28,352.23358154296875
84.9951,27.2463,2019-03-28,244.99862670898438
84.9933,27.2553,2019-03-28,266.81695556640625
84.8239,27.3312,2019-03-28,320.4142761230469
85.3083,27.077,2019-03-29,111.00973510742188
84.83,27.3112,2019-03-31,282.35174560546875
85.3006,27.1256,2019-04-02,129.57846069335938
85.5279,27.261,2019-04-04,215.7652587890625
85.313,27.1289,2019-04-18,139.06680297851562
85.3042,27.1096,2019-04-20,121.81423950195312
86.0702,27.2442,2019-04-20,1429.0733642578125
84.4658,27.5948,2019-04-21,184.66688537597656
84.6633,27.5142,2019-04-25,299.47186279296875
84.6514,27.5122,2019-04-25,293.99725341796875
84.3726,27.4662,2019-04-25,188.23455810546875
84.6638,27.5374,2019-04-25,256.822509765625
84.6598,27.5135,2019-04-30,304.58685302734375
84.822,27.525,2019-04-30,319.7806396484375
84.6612,27.5043,2019-04-30,320.45428466796875
84.9922,27.187,2019-05-02,159.17144775390625
84.7027,27.2992,2019-05-02,179.1905975341797
84.7443,27.3617,2019-05-02,280.41064453125
84.5477,27.4044,2019-05-02,475.36248779296875
84.5371,27.4028,2019-05-02,441.484130859375
84.5459,27.4136,2019-05-02,479.8353271484375
84.5354,27.4119,2019-05-02,486.3056945800781
84.7114,27.5225,2019-05-02,289.05926513671875
85.362,27.4295,2019-05-10,646.9664916992188
86.0845,27.2591,2019-05-11,827.6947021484375
86.0762,27.2524,2019-05-11,1124.304443359375
83.9997,27.5275,2019-05-12,266.7371826171875
84.4828,27.5056,2019-05-12,383.01898193359375
83.936,27.5325,2019-05-12,178.0232391357422
83.9858,27.5251,2019-05-12,263.400146484375
83.9958,27.5236,2019-05-12,319.7791442871094
84.0058,27.5222,2019-05-12,239.70135498046875
86.112,27.2283,2019-05-13,1118.4801025390625
86.1062,27.2299,2019-05-13,879.3631591796875
83.9632,27.4805,2019-05-13,240.00062561035156
84.2981,27.3969,2019-05-13,586.0090942382812
84.0428,27.5288,2019-05-14,311.49078369140625
83.9765,27.5019,2019-05-15,179.9072723388672
84.0369,27.5286,2019-05-15,326.34136962890625
84.0478,27.5303,2019-05-15,381.7774963378906
84.0541,27.5234,2019-05-17,396.980224609375
84.037,27.5078,2019-05-18,203.1439208984375
84.0651,27.5216,2019-05-18,352.9301452636719
84.0742,27.5165,2019-05-19,362.5430603027344
83.9475,27.4914,2019-05-19,161.87057495117188
84.0792,27.5151,2019-05-19,364.27459716796875
84.0822,27.5128,2019-05-20,311.644775390625
85.7448,27.4496,2019-05-27,1059.0059814453125
85.7605,27.4498,2019-05-28,1068.985107421875
86.4879,27.6607,2019-01-12,3445.459716796875
87.4536,27.783,2019-02-02,2003.634521484375
87.4411,27.7815,2019-02-02,2098.40283203125
87.7839,27.3934,2019-02-04,1658.0155029296875
87.3239,27.0911,2019-02-25,831.8392333984375
85.8038,27.8152,2019-03-12,1754.0792236328125
87.4507,26.9292,2019-03-12,1040.31103515625
86.0216,27.6378,2019-03-12,1254.666015625
87.7017,27.4238,2019-03-13,1051.840576171875
87.7517,27.211,2019-03-15,444.1983642578125
87.1994,27.2206,2019-03-15,420.311767578125
86.6829,27.3602,2019-03-16,815.8531494140625
87.6098,27.5177,2019-03-17,2201.41650390625
87.7747,27.4701,2019-03-17,2023.0537109375
87.6268,27.2165,2019-03-17,1330.25439453125
87.6155,27.2147,2019-03-17,975.0123901367188
87.1774,27.1465,2019-03-17,1113.20654296875
87.2254,27.1993,2019-03-17,469.8954162597656
87.7648,27.4686,2019-03-17,2315.509765625
86.063,27.6563,2019-03-18,1680.59375
87.1608,27.2716,2019-03-22,619.5496826171875
87.1734,27.1658,2019-03-23,1382.6280517578125
87.2643,26.7762,2019-03-24,228.14578247070312
85.4512,27.9115,2019-03-24,1515.8369140625
87.9631,26.7766,2019-03-25,327.69091796875
87.2733,26.7806,2019-03-25,251.2078094482422
87.8411,27.53,2019-03-28,2055.18359375
87.8298,27.5263,2019-03-28,1870.30810546875
85.7178,27.6821,2019-05-02,1118.4647216796875
85.2159,27.8842,2019-05-02,975.9493408203125
86.6413,27.234,2019-05-07,1042.3038330078125
85.2049,27.9659,2019-05-08,1302.5927734375
85.7592,27.7043,2019-05-09,664.029296875
85.5267,27.8104,2019-05-21,1265.53271484375
86.4533,27.2634,2019-06-15,1484.833740234375
87.0138,27.5522,2019-12-06,2136.85791015625
87.3497,27.1979,2019-12-06,2184.7841796875
87.2012,27.5572,2019-12-06,1143.105712890625
87.4279,27.453,2019-01-13,2517.673828125
81.3162,29.6847,2019-01-20,2178.256103515625
84.3418,27.5571,2019-01-29,167.14047241210938
80.1771,28.8106,2019-01-30,180.7590789794922
80.1453,28.8541,2019-02-02,185.5601043701172
80.1897,28.8245,2019-02-23,180.04379272460938
80.1469,28.8406,2019-02-25,183.4156036376953
80.1821,28.8271,2019-02-25,182.48130798339844
80.2402,28.8416,2019-03-01,186.25596618652344
80.1829,28.8339,2019-03-08,185.00018310546875
80.1658,28.8502,2019-03-08,184.2894287109375
80.186,28.8461,2019-03-08,185.49221801757812
80.16,28.842,2019-03-08,182.730224609375
80.2019,28.805,2019-03-18,174.9930419921875
80.1892,28.8129,2019-03-18,180.77365112304688
80.1892,28.9015,2019-03-19,195.56961059570312
80.2003,28.8997,2019-03-19,194.85891723632812
80.2114,28.8979,2019-03-19,194.50619506835938
80.1938,28.8966,2019-03-19,194.431640625
80.1852,28.8986,2019-03-19,195.45584106445312
80.1745,28.8965,2019-03-20,193.32952880859375
80.1871,28.8999,2019-03-22,195.32806396484375
80.2011,28.9167,2019-03-24,197.99478149414062
80.1807,28.9207,2019-03-24,201.66180419921875
80.1619,28.911,2019-03-25,200.40061950683594
80.2091,28.887,2019-03-26,191.60302734375
80.1677,28.8839,2019-03-26,193.0391845703125
80.1613,28.9161,2019-03-26,203.47775268554688
80.196,28.8893,2019-03-26,192.41664123535156
80.1553,28.911,2019-03-26,202.04981994628906
80.1643,28.8804,2019-03-26,191.81871032714844
80.2294,28.8222,2019-03-26,182.11993408203125
80.2191,28.8327,2019-03-26,182.80538940429688
80.2146,28.8479,2019-03-26,195.09420776367188
80.167,28.886,2019-03-26,193.5474090576172
80.1513,28.8981,2019-03-27,196.40501403808594
80.1411,28.8967,2019-03-27,195.1714630126953
80.1567,28.9264,2019-03-27,205.79417419433594
80.155,28.9353,2019-03-27,207.4480743408203
80.162,28.865,2019-04-05,192.04498291015625
80.1517,28.8635,2019-04-05,185.1395263671875
80.1602,28.874,2019-04-05,190.59970092773438
80.1499,28.8725,2019-04-05,187.89425659179688
80.2039,28.8108,2019-05-23,176.45236206054688
80.1872,28.8342,2019-05-30,186.2054443359375
80.1855,28.8431,2019-05-30,185.4669189453125
80.1753,28.8417,2019-05-30,183.54269409179688
80.1839,28.8521,2019-05-30,187.28370666503906
80.1737,28.8507,2019-05-30,186.71844482421875
80.1823,28.861,2019-05-30,188.41197204589844
80.1721,28.8596,2019-05-30,189.90274047851562
80.2059,28.8648,2019-05-31,196.26947021484375
80.2161,28.8633,2019-05-31,190.44996643066406
87.7353,26.6589,2019-02-02,135.82962036132812
87.7107,27.1896,2019-02-04,854.8521728515625
87.7109,27.1952,2019-06-21,622.04443359375
85.9545,26.9817,2019-02-04,301.6596984863281
86.0364,26.9895,2019-03-16,320.0084228515625
85.9254,27.0465,2019-03-20,343.7733154296875
86.0341,27.0439,2019-03-20,357.2562255859375
86.0189,27.0422,2019-03-20,426.55938720703125
86.0278,27.0469,2019-03-20,391.34332275390625
85.9495,27.0662,2019-03-21,389.44366455078125
85.9286,27.047,2019-03-21,345.2021789550781
85.9224,27.048,2019-03-21,353.0325622558594
85.903,27.0905,2019-03-21,569.156494140625
86.1871,26.9618,2019-03-22,234.54037475585938
86.0324,27.0151,2019-03-22,381.78033447265625
85.881,27.1231,2019-03-22,602.84228515625
85.8817,27.233,2019-03-22,635.3257446289062
85.7598,27.1855,2019-03-23,557.6442260742188
85.7706,27.1837,2019-03-23,571.2025756835938
85.8823,27.102,2019-03-23,575.7947998046875
86.0393,27.0326,2019-03-24,360.63372802734375
86.0288,27.0309,2019-03-24,402.2084045410156
86.0129,27.0567,2019-03-24,434.2662353515625
85.9429,27.1009,2019-03-24,416.49725341796875
85.9112,27.0959,2019-03-24,480.5712585449219
85.9378,27.1285,2019-03-24,556.616943359375
85.6574,27.25,2019-03-24,322.0119934082031
85.8433,27.2288,2019-03-25,573.8471069335938
85.7724,27.1559,2019-03-25,481.52850341796875
85.8831,27.1311,2019-03-25,540.2218017578125
85.9522,27.0294,2019-03-25,401.4259033203125
80.1418,28.8176,2019-02-12,180.3360595703125
84.303,27.9239,2019-02-16,699.3919067382812
88.0431,26.609,2019-02-20,106.09496307373047
86.0533,26.9948,2019-02-20,276.55126953125
87.6906,26.7129,2019-02-22,163.8302764892578
84.0735,28.0186,2019-03-04,510.27825927734375
82.0081,27.9901,2019-03-05,195.568603515625
81.4404,28.3927,2019-03-11,336.7296447753906
83.7111,27.632,2019-03-13,251.13438415527344
83.709,28.0272,2019-03-13,1323.019287109375
81.8997,27.9611,2019-03-14,290.13311767578125
82.2936,27.9688,2019-03-15,698.2423095703125
82.3013,27.9622,2019-03-15,535.8316650390625
82.6741,27.727,2019-03-16,414.73193359375
82.6858,27.7255,2019-03-16,424.24359130859375
82.6739,27.7331,2019-03-16,507.68084716796875
82.6938,27.726,2019-03-20,237.72286987304688
83.164,27.7732,2019-03-21,492.8929748535156
83.9396,27.6233,2019-03-21,240.96148681640625
83.8896,27.6164,2019-03-22,299.6544189453125
82.8736,27.7479,2019-03-22,266.50384521484375
82.3256,27.9586,2019-03-22,681.9729614257812
82.1815,28.0276,2019-03-22,868.2230224609375
82.1695,28.0257,2019-03-22,556.3265380859375
83.8238,27.6136,2019-03-23,219.99884033203125
81.8994,28.1507,2019-03-23,243.6434783935547
82.8634,27.7608,2019-03-23,565.3455200195312
82.718,27.7392,2019-03-23,433.8942565917969
82.7137,27.7293,2019-03-24,396.037353515625
83.976,27.6272,2019-03-24,286.17724609375
83.9838,27.6245,2019-03-24,319.7535705566406
82.8571,27.7452,2019-03-25,367.6251525878906
84.1356,27.739,2019-03-25,841.8224487304688
84.156,27.7409,2019-03-25,979.83837890625
84.1528,27.737,2019-03-25,883.6138916015625
82.001,28.0928,2019-03-28,417.5569152832031
82.0001,28.0724,2019-03-30,317.0389404296875
82.2782,27.9804,2019-04-01,644.74072265625
82.0971,27.9624,2019-04-01,628.3974609375
83.9929,27.597,2019-04-01,193.73556518554688
83.8367,27.5092,2019-04-01,138.26426696777344
82.0117,28.0912,2019-04-01,582.0757446289062
82.1047,27.9588,2019-04-01,480.5491638183594
82.0024,28.0851,2019-04-02,376.99078369140625
81.4586,28.3872,2019-04-02,323.06658935546875
82.0261,28.0798,2019-04-02,379.3192443847656
82.0159,28.0784,2019-04-02,392.968017578125
81.4704,28.3797,2019-04-02,253.12515258789062
81.4687,28.3886,2019-04-02,466.2630310058594
81.475,28.3854,2019-04-03,435.002685546875
81.8565,27.974,2019-04-03,239.9496307373047
82.0111,28.0722,2019-04-03,316.9366455078125
81.485,28.3875,2019-04-04,505.33697509765625
81.359,28.3169,2019-04-04,153.8277587890625
83.9221,27.4933,2019-04-04,403.5419616699219
81.8213,27.9344,2019-04-05,143.39605712890625
81.3846,28.3429,2019-04-05,161.19406127929688
82.1452,28.0096,2019-04-09,236.23849487304688
81.3962,28.3606,2019-04-12,166.72518920898438
83.0323,27.6784,2019-04-14,120.21929168701172
83.0321,27.6234,2019-04-14,108.4851303100586
83.9914,27.6,2019-04-14,200.759033203125
84.0018,27.6013,2019-04-14,174.53170776367188
82.5406,27.9017,2019-04-14,696.6144409179688
82.6394,27.9252,2019-04-14,540.6318359375
82.4503,27.9629,2019-04-14,990.0338134765625
82.0787,28.0465,2019-04-14,305.6866149902344
81.4251,28.3912,2019-04-14,198.52651977539062
81.4146,28.3896,2019-04-14,240.37786865234375
81.4006,28.4325,2019-04-14,227.41024780273438
81.8551,28.1842,2019-04-18,318.54205322265625
83.0131,27.7359,2019-04-18,135.07945251464844
82.7396,27.7153,2019-04-18,195.486328125
81.8743,28.2113,2019-04-18,944.1456298828125
81.8651,28.1822,2019-04-18,429.48858642578125
81.855,28.1808,2019-04-18,301.5241394042969
81.869,28.1777,2019-04-19,313.07867431640625
82.9608,27.7327,2019-04-19,140.27703857421875
83.8926,27.6115,2019-04-19,220.02154541015625
83.2184,27.6333,2019-04-19,121.96194458007812
83.2029,27.6316,2019-04-19,120.40454864501953
82.5385,27.9072,2019-04-19,594.3492431640625
82.5457,27.9144,2019-04-19,463.451416015625
81.9686,28.0532,2019-04-19,197.75067138671875
81.7848,28.2147,2019-04-19,219.9994354248047
81.8066,28.2378,2019-04-19,480.5169982910156
81.7944,28.2364,2019-04-19,271.4059143066406
81.7815,28.2349,2019-04-19,242.13775634765625
82.1689,28.0119,2019-04-19,305.6708984375
82.7636,27.7208,2019-04-19,199.49473571777344
82.1563,28.0134,2019-04-19,291.7516784667969
81.878,28.1786,2019-04-19,507.44561767578125
82.0479,28.0569,2019-04-19,309.2186279296875
81.8808,28.1885,2019-04-19,646.9839477539062
81.8159,28.2474,2019-04-19,789.8197021484375
81.9849,28.0606,2019-04-20,245.94219970703125
81.9987,28.0581,2019-04-20,253.5455322265625
82.5389,27.9374,2019-04-20,501.86279296875
82.5324,27.9349,2019-04-20,409.778564453125
82.9516,27.7432,2019-04-20,154.07908630371094
82.9305,27.7241,2019-04-20,156.0159912109375
82.6938,27.7202,2019-04-20,294.7173156738281
81.8452,28.1678,2019-04-20,212.95901489257812
81.9736,28.0734,2019-04-20,233.67767333984375
81.9872,28.0709,2019-04-20,234.30076599121094
83.9045,27.6218,2019-04-20,248.17576599121094
83.4833,27.7159,2019-04-20,664.6263427734375
83.3008,27.7527,2019-04-20,429.2017517089844
82.7358,27.7298,2019-04-20,281.6754455566406
82.7226,27.8768,2019-04-20,467.52996826171875
82.5808,27.8903,2019-04-20,568.1600341796875
82.5356,27.9497,2019-04-20,774.5255737304688
82.1564,28.017,2019-04-20,259.9792175292969
82.0601,28.0649,2019-04-20,405.45947265625
82.037,28.0611,2019-04-20,321.6820373535156
82.0588,28.0744,2019-04-20,575.7686767578125
81.8885,28.1879,2019-04-20,714.1116943359375
81.863,28.2275,2019-04-20,984.7969360351562
81.7212,28.2968,2019-04-20,381.7807922363281
81.7093,28.2948,2019-04-20,325.42156982421875
81.9481,27.919,2019-04-21,161.83148193359375
82.8756,27.7117,2019-04-21,138.4271240234375
83.9017,27.6266,2019-04-21,315.662109375
83.6653,27.6298,2019-04-21,147.80946350097656
83.5259,27.6504,2019-04-21,131.05059814453125
83.5149,27.649,2019-04-21,132.46417236328125
83.5038,27.6476,2019-04-21,135.55123901367188
83.075,27.6561,2019-04-21,116.00032043457031
83.0643,27.6547,2019-04-21,118.93688201904297
82.9444,27.6577,2019-04-21,119.65457153320312
83.3937,27.7258,2019-04-21,366.4755554199219
82.9276,27.6929,2019-04-21,129.17837524414062
82.9845,27.7072,2019-04-21,127.1646728515625
83.1646,27.74,2019-04-21,169.60037231445312
82.7302,27.6832,2019-04-21,150.15200805664062
82.8268,27.7426,2019-04-21,440.7451171875
82.6215,27.871,2019-04-21,294.4857177734375
82.0646,28.0536,2019-04-21,299.9261169433594
82.0409,28.0687,2019-04-21,359.4892883300781
81.9784,28.0693,2019-04-21,210.01104736328125
81.84,28.114,2019-04-21,180.6587371826172
81.8299,28.1126,2019-04-21,175.7452392578125
81.8998,28.2058,2019-04-21,540.1829833984375
81.9051,28.234,2019-04-21,779.9965209960938
81.7771,28.253,2019-04-21,271.6846923828125
81.7569,28.2502,2019-04-21,231.32269287109375
81.7213,28.2999,2019-04-21,431.90509033203125
81.7112,28.2985,2019-04-21,337.252685546875
81.3817,28.3631,2019-04-21,166.33953857421875
81.38,28.372,2019-04-21,169.41845703125
81.983,28.1012,2019-04-21,381.4808654785156
81.9588,28.0991,2019-04-21,251.3921661376953
81.9759,28.1054,2019-04-21,512.7166748046875
81.983,28.1103,2019-04-21,796.1710205078125
82.5174,27.9333,2019-04-22,445.4759826660156
82.5749,27.8957,2019-04-22,623.8231201171875
82.568,27.8894,2019-04-22,478.7635498046875
82.6407,27.7853,2019-04-22,335.9761657714844
82.6513,27.7836,2019-04-22,364.82928466796875
82.5797,27.7572,2019-04-22,457.5427551269531
82.734,27.6943,2019-04-22,149.16384887695312
81.3893,28.4133,2019-04-22,205.1893310546875
81.6245,28.313,2019-04-22,324.93548583984375
81.3599,28.3438,2019-04-22,160.8773956298828
81.7261,28.2422,2019-04-22,180.78585815429688
81.8175,28.2281,2019-04-22,445.8017272949219
81.8564,28.2129,2019-04-22,518.548583984375
81.903,28.1596,2019-04-22,411.962646484375
81.9132,28.158,2019-04-22,428.426025390625
81.8435,28.1225,2019-04-22,189.100341796875
81.8537,28.121,2019-04-22,195.39512634277344
81.852,28.112,2019-04-22,188.95828247070312
82.2076,28.0105,2019-04-22,688.3616333007812
82.6162,27.9363,2019-04-22,622.6195068359375
82.6268,27.9346,2019-04-22,659.3038940429688
81.8866,28.1415,2019-04-22,224.21072387695312
81.9821,28.0935,2019-04-22,352.01788330078125
81.9758,28.091,2019-04-22,290.0789794921875
81.9094,28.1494,2019-04-22,291.7374267578125
81.9115,28.1954,2019-04-22,374.2051086425781
81.9829,28.0978,2019-04-22,351.9210205078125
81.9812,28.0873,2019-04-22,260.0968933105469
83.0231,27.6009,2019-04-23,106.541259765625
82.6578,27.8677,2019-04-23,424.7325744628906
81.8739,27.9821,2019-04-23,283.3879699707031
81.8323,28.0966,2019-04-23,167.03611755371094
81.4957,28.3495,2019-04-23,220.84042358398438
81.4838,28.3475,2019-04-23,209.496337890625
81.4899,28.3513,2019-04-23,206.93630981445312
81.4781,28.3493,2019-04-23,198.47825622558594
81.474,28.3685,2019-04-23,186.96730041503906
81.3609,28.3796,2019-04-23,174.77243041992188
81.3906,28.4143,2019-04-23,203.8625030517578
81.928,28.165,2019-04-23,611.0784912109375
81.8244,28.0042,2019-04-24,319.5276794433594
81.9458,28.179,2019-04-24,656.4840087890625
81.6444,28.3265,2019-04-24,461.29473876953125
81.6547,28.3249,2019-04-24,340.7374267578125
81.9134,28.1748,2019-04-24,479.2056579589844
81.9114,28.1378,2019-04-24,287.7494201660156
81.9216,28.1362,2019-04-24,298.531982421875
82.0379,28.081,2019-04-24,503.4950866699219
81.5101,28.3628,2019-04-25,389.89422607421875
81.5065,28.3706,2019-04-25,416.2265625
82.8548,27.8322,2019-04-25,536.8236694335938
82.0326,28.0993,2019-04-25,863.6399536132812
81.9171,28.1246,2019-04-25,273.23883056640625
82.6133,27.7151,2019-04-25,409.0299987792969
81.9056,28.1382,2019-04-25,271.29803466796875
81.5854,28.3093,2019-04-25,215.09500122070312
81.512,28.3728,2019-04-25,623.3319702148438
81.5103,28.382,2019-04-25,759.8903198242188
82.0284,28.0992,2019-04-26,951.753173828125
81.5969,28.3175,2019-04-26,279.8177490234375
