longitude,latitude,acq_date,geometry,index_right,fid,DN
86.1871,26.9618,2019-03-22,POINT (86.1871 26.9618),243983,2376291.0,4
86.0324,27.0151,2019-03-22,POINT (86.0324 27.0151),243983,2376291.0,4
85.881,27.1231,2019-03-22,POINT (85.881 27.1231),243983,2376291.0,4
85.8817,27.233,2019-03-22,POINT (85.8817 27.233),243983,2376291.0,4
85.7598,27.1855,2019-03-23,POINT (85.7598 27.1855),243983,2376291.0,4
85.7706,27.1837,2019-03-23,POINT (85.7706 27.1837),243983,2376291.0,4
85.8823,27.102,2019-03-23,POINT (85.8823 27.102),243983,2376291.0,4
86.0393,27.0326,2019-03-24,POINT (86.0393 27.0326),243983,2376291.0,4
86.0288,27.0309,2019-03-24,POINT (86.0288 27.0309),243983,2376291.0,4
86.0129,27.0567,2019-03-24,POINT (86.0129 27.0567),243983,2376291.0,4
85.9429,27.1009,2019-03-24,POINT (85.9429 27.1009),243983,2376291.0,4
85.9112,27.0959,2019-03-24,POINT (85.9112 27.0959),243983,2376291.0,4
85.9378,27.1285,2019-03-24,POINT (85.9378 27.1285),243983,2376291.0,4
85.6574,27.25,2019-03-24,POINT (85.6574 27.25),243983,2376291.0,4
85.8433,27.2288,2019-03-25,POINT (85.8433 27.2288),243983,2376291.0,4
85.7724,27.1559,2019-03-25,POINT (85.7724 27.1559),243983,2376291.0,4
85.8831,27.1311,2019-03-25,POINT (85.8831 27.1311),243983,2376291.0,4
85.9522,27.0294,2019-03-25,POINT (85.9522 27.0294),243983,2376291.0,4
80.1418,28.8176,2019-02-12,POINT (80.1418 28.8176),53455,928542.0,4
84.303,27.9239,2019-02-16,POINT (84.303 27.9239),159064,1797818.0,4
88.0431,26.609,2019-02-20,POINT (88.0431 26.609),250954,2439085.0,4
86.0533,26.9948,2019-02-20,POINT (86.0533 26.9948),237949,2333236.0,4
87.6906,26.7129,2019-02-22,POINT (87.6906 26.7129),249414,2424764.0,4
84.0735,28.0186,2019-03-04,POINT (84.0735 28.0186),143308,1632386.0,4
82.0081,27.9901,2019-03-05,POINT (82.0081 27.9901),198890,2099307.0,4
81.4404,28.3927,2019-03-11,POINT (81.4404 28.3927),198890,2099307.0,4
83.7111,27.632,2019-03-13,POINT (83.7111 27.632),198890,2099307.0,4
83.709,28.0272,2019-03-13,POINT (83.709 28.0272),198890,2099307.0,4
81.8997,27.9611,2019-03-14,POINT (81.8997 27.9611),198890,2099307.0,4
82.2936,27.9688,2019-03-15,POINT (82.2936 27.9688),198890,2099307.0,4
82.3013,27.9622,2019-03-15,POINT (82.3013 27.9622),198890,2099307.0,4
82.6741,27.727,2019-03-16,POINT (82.6741 27.727),198890,2099307.0,4
82.6858,27.7255,2019-03-16,POINT (82.6858 27.7255),198890,2099307.0,4
82.6739,27.7331,2019-03-16,POINT (82.6739 27.7331),198890,2099307.0,4
82.6938,27.726,2019-03-20,POINT (82.6938 27.726),198890,2099307.0,4
83.164,27.7732,2019-03-21,POINT (83.164 27.7732),198890,2099307.0,4
83.9396,27.6233,2019-03-21,POINT (83.9396 27.6233),198890,2099307.0,4
83.8896,27.6164,2019-03-22,POINT (83.8896 27.6164),198890,2099307.0,4
82.8736,27.7479,2019-03-22,POINT (82.8736 27.7479),198890,2099307.0,4
82.3256,27.9586,2019-03-22,POINT (82.3256 27.9586),198890,2099307.0,4
82.1815,28.0276,2019-03-22,POINT (82.1815 28.0276),198890,2099307.0,4
82.1695,28.0257,2019-03-22,POINT (82.1695 28.0257),198890,2099307.0,4
83.8238,27.6136,2019-03-23,POINT (83.8238 27.6136),198890,2099307.0,4
81.8994,28.1507,2019-03-23,POINT (81.8994 28.1507),198890,2099307.0,4
82.8634,27.7608,2019-03-23,POINT (82.8634 27.7608),198890,2099307.0,4
82.718,27.7392,2019-03-23,POINT (82.718 27.7392),198890,2099307.0,4
82.7137,27.7293,2019-03-24,POINT (82.7137 27.7293),198890,2099307.0,4
83.976,27.6272,2019-03-24,POINT (83.976 27.6272),198890,2099307.0,4
83.9838,27.6245,2019-03-24,POINT (83.9838 27.6245),198890,2099307.0,4
82.8571,27.7452,2019-03-25,POINT (82.8571 27.7452),198890,2099307.0,4
84.1356,27.739,2019-03-25,POINT (84.1356 27.739),198890,2099307.0,4
84.156,27.7409,2019-03-25,POINT (84.156 27.7409),198890,2099307.0,4
84.1528,27.737,2019-03-25,POINT (84.1528 27.737),198890,2099307.0,4
82.001,28.0928,2019-03-28,POINT (82.001 28.0928),198890,2099307.0,4
82.0001,28.0724,2019-03-30,POINT (82.0001 28.0724),198890,2099307.0,4
82.2782,27.9804,2019-04-01,POINT (82.2782 27.9804),198890,2099307.0,4
82.0971,27.9624,2019-04-01,POINT (82.0971 27.9624),198890,2099307.0,4
83.9929,27.597,2019-04-01,POINT (83.9929 27.597),198890,2099307.0,4
83.8367,27.5092,2019-04-01,POINT (83.8367 27.5092),198890,2099307.0,4
82.0117,28.0912,2019-04-01,POINT (82.0117 28.0912),198890,2099307.0,4
82.1047,27.9588,2019-04-01,POINT (82.1047 27.9588),198890,2099307.0,4
82.0024,28.0851,2019-04-02,POINT (82.0024 28.0851),198890,2099307.0,4
81.4586,28.3872,2019-04-02,POINT (81.4586 28.3872),198890,2099307.0,4
82.0261,28.0798,2019-04-02,POINT (82.0261 28.0798),198890,2099307.0,4
82.0159,28.0784,2019-04-02,POINT (82.0159 28.0784),198890,2099307.0,4
81.4704,28.3797,2019-04-02,POINT (81.4704 28.3797),198890,2099307.0,4
81.4687,28.3886,2019-04-02,POINT (81.4687 28.3886),198890,2099307.0,4
81.475,28.3854,2019-04-03,POINT (81.475 28.3854),198890,2099307.0,4
81.8565,27.974,2019-04-03,POINT (81.8565 27.974),198890,2099307.0,4
82.0111,28.0722,2019-04-03,POINT (82.0111 28.0722),198890,2099307.0,4
81.485,28.3875,2019-04-04,POINT (81.485 28.3875),198890,2099307.0,4
81.359,28.3169,2019-04-04,POINT (81.359 28.3169),198890,2099307.0,4
83.9221,27.4933,2019-04-04,POINT (83.9221 27.4933),198890,2099307.0,4
81.8213,27.9344,2019-04-05,POINT (81.8213 27.9344),198890,2099307.0,4
81.3846,28.3429,2019-04-05,POINT (81.3846 28.3429),198890,2099307.0,4
82.1452,28.0096,2019-04-09,POINT (82.1452 28.0096),198890,2099307.0,4
81.3962,28.3606,2019-04-12,POINT (81.3962 28.3606),198890,2099307.0,4
83.0323,27.6784,2019-04-14,POINT (83.0323 27.6784),198890,2099307.0,4
83.0321,27.6234,2019-04-14,POINT (83.0321 27.6234),198890,2099307.0,4
83.9914,27.6,2019-04-14,POINT (83.9914 27.6),198890,2099307.0,4
84.0018,27.6013,2019-04-14,POINT (84.0018 27.6013),198890,2099307.0,4
82.5406,27.9017,2019-04-14,POINT (82.5406 27.9017),198890,2099307.0,4
82.6394,27.9252,2019-04-14,POINT (82.6394 27.9252),198890,2099307.0,4
82.4503,27.9629,2019-04-14,POINT (82.4503 27.9629),198890,2099307.0,4
82.0787,28.0465,2019-04-14,POINT (82.0787 28.0465),198890,2099307.0,4
81.4251,28.3912,2019-04-14,POINT (81.4251 28.3912),198890,2099307.0,4
81.4146,28.3896,2019-04-14,POINT (81.4146 28.3896),198890,2099307.0,4
81.4006,28.4325,2019-04-14,POINT (81.4006 28.4325),198890,2099307.0,4
81.8551,28.1842,2019-04-18,POINT (81.8551 28.1842),198890,2099307.0,4
83.0131,27.7359,2019-04-18,POINT (83.0131 27.7359),198890,2099307.0,4
82.7396,27.7153,2019-04-18,POINT (82.7396 27.7153),198890,2099307.0,4
81.8743,28.2113,2019-04-18,POINT (81.8743 28.2113),198890,2099307.0,4
81.8651,28.1822,2019-04-18,POINT (81.8651 28.1822),198890,2099307.0,4
81.855,28.1808,2019-04-18,POINT (81.855 28.1808),198890,2099307.0,4
81.869,28.1777,2019-04-19,POINT (81.869 28.1777),198890,2099307.0,4
82.9608,27.7327,2019-04-19,POINT (82.9608 27.7327),198890,2099307.0,4
83.8926,27.6115,2019-04-19,POINT (83.8926 27.6115),198890,2099307.0,4
83.2184,27.6333,2019-04-19,POINT (83.2184 27.6333),198890,2099307.0,4
83.2029,27.6316,2019-04-19,POINT (83.2029 27.6316),198890,2099307.0,4
82.5385,27.9072,2019-04-19,POINT (82.5385 27.9072),198890,2099307.0,4
82.5457,27.9144,2019-04-19,POINT (82.5457 27.9144),198890,2099307.0,4
81.9686,28.0532,2019-04-19,POINT (81.9686 28.0532),198890,2099307.0,4
81.7848,28.2147,2019-04-19,POINT (81.7848 28.2147),198890,2099307.0,4
81.8066,28.2378,2019-04-19,POINT (81.8066 28.2378),198890,2099307.0,4
81.7944,28.2364,2019-04-19,POINT (81.7944 28.2364),198890,2099307.0,4
81.7815,28.2349,2019-04-19,POINT (81.7815 28.2349),198890,2099307.0,4
82.1689,28.0119,2019-04-19,POINT (82.1689 28.0119),198890,2099307.0,4
82.7636,27.7208,2019-04-19,POINT (82.7636 27.7208),198890,2099307.0,4
82.1563,28.0134,2019-04-19,POINT (82.1563 28.0134),198890,2099307.0,4
81.878,28.1786,2019-04-19,POINT (81.878 28.1786),198890,2099307.0,4
82.0479,28.0569,2019-04-19,POINT (82.0479 28.0569),198890,2099307.0,4
81.8808,28.1885,2019-04-19,POINT (81.8808 28.1885),198890,2099307.0,4
81.8159,28.2474,2019-04-19,POINT (81.8159 28.2474),198890,2099307.0,4
81.9849,28.0606,2019-04-20,POINT (81.9849 28.0606),198890,2099307.0,4
81.9987,28.0581,2019-04-20,POINT (81.9987 28.0581),198890,2099307.0,4
82.5389,27.9374,2019-04-20,POINT (82.5389 27.9374),198890,2099307.0,4
82.5324,27.9349,2019-04-20,POINT (82.5324 27.9349),198890,2099307.0,4
82.9516,27.7432,2019-04-20,POINT (82.9516 27.7432),198890,2099307.0,4
82.9305,27.7241,2019-04-20,POINT (82.9305 27.7241),198890,2099307.0,4
82.6938,27.7202,2019-04-20,POINT (82.6938 27.7202),198890,2099307.0,4
81.8452,28.1678,2019-04-20,POINT (81.8452 28.1678),198890,2099307.0,4
81.9736,28.0734,2019-04-20,POINT (81.9736 28.0734),198890,2099307.0,4
81.9872,28.0709,2019-04-20,POINT (81.9872 28.0709),198890,2099307.0,4
83.9045,27.6218,2019-04-20,POINT (83.9045 27.6218),198890,2099307.0,4
83.4833,27.7159,2019-04-20,POINT (83.4833 27.7159),198890,2099307.0,4
83.3008,27.7527,2019-04-20,POINT (83.3008 27.7527),198890,2099307.0,4
82.7358,27.7298,2019-04-20,POINT (82.7358 27.7298),198890,2099307.0,4
82.7226,27.8768,2019-04-20,POINT (82.7226 27.8768),198890,2099307.0,4
82.5808,27.8903,2019-04-20,POINT (82.5808 27.8903),198890,2099307.0,4
82.5356,27.9497,2019-04-20,POINT (82.5356 27.9497),198890,2099307.0,4
82.1564,28.017,2019-04-20,POINT (82.1564 28.017),198890,2099307.0,4
82.0601,28.0649,2019-04-20,POINT (82.0601 28.0649),198890,2099307.0,4
82.037,28.0611,2019-04-20,POINT (82.037 28.0611),198890,2099307.0,4
82.0588,28.0744,2019-04-20,POINT (82.0588 28.0744),198890,2099307.0,4
81.8885,28.1879,2019-04-20,POINT (81.8885 28.1879),198890,2099307.0,4
81.863,28.2275,2019-04-20,POINT (81.863 28.2275),198890,2099307.0,4
81.7212,28.2968,2019-04-20,POINT (81.7212 28.2968),198890,2099307.0,4
81.7093,28.2948,2019-04-20,POINT (81.7093 28.2948),198890,2099307.0,4
81.9481,27.919,2019-04-21,POINT (81.9481 27.919),198890,2099307.0,4
82.8756,27.7117,2019-04-21,POINT (82.8756 27.7117),198890,2099307.0,4
83.9017,27.6266,2019-04-21,POINT (83.9017 27.6266),198890,2099307.0,4
83.6653,27.6298,2019-04-21,POINT (83.6653 27.6298),198890,2099307.0,4
83.5259,27.6504,2019-04-21,POINT (83.5259 27.6504),198890,2099307.0,4
83.5149,27.649,2019-04-21,POINT (83.5149 27.649),198890,2099307.0,4
83.5038,27.6476,2019-04-21,POINT (83.5038 27.6476),198890,2099307.0,4
83.075,27.6561,2019-04-21,POINT (83.075 27.6561),198890,2099307.0,4
83.0643,27.6547,2019-04-21,POINT (83.0643 27.6547),198890,2099307.0,4
82.9444,27.6577,2019-04-21,POINT (82.9444 27.6577),198890,2099307.0,4
83.3937,27.7258,2019-04-21,POINT (83.3937 27.7258),198890,2099307.0,4
82.9276,27.6929,2019-04-21,POINT (82.9276 27.6929),198890,2099307.0,4
82.9845,27.7072,2019-04-21,POINT (82.9845 27.7072),198890,2099307.0,4
83.1646,27.74,2019-04-21,POINT (83.1646 27.74),198890,2099307.0,4
82.7302,27.6832,2019-04-21,POINT (82.7302 27.6832),198890,2099307.0,4
82.8268,27.7426,2019-04-21,POINT (82.8268 27.7426),198890,2099307.0,4
82.6215,27.871,2019-04-21,POINT (82.6215 27.871),198890,2099307.0,4
82.0646,28.0536,2019-04-21,POINT (82.0646 28.0536),198890,2099307.0,4
82.0409,28.0687,2019-04-21,POINT (82.0409 28.0687),198890,2099307.0,4
81.9784,28.0693,2019-04-21,POINT (81.9784 28.0693),198890,2099307.0,4
81.84,28.114,2019-04-21,POINT (81.84 28.114),198890,2099307.0,4
81.8299,28.1126,2019-04-21,POINT (81.8299 28.1126),198890,2099307.0,4
81.8998,28.2058,2019-04-21,POINT (81.8998 28.2058),198890,2099307.0,4
81.9051,28.234,2019-04-21,POINT (81.9051 28.234),198890,2099307.0,4
81.7771,28.253,2019-04-21,POINT (81.7771 28.253),198890,2099307.0,4
81.7569,28.2502,2019-04-21,POINT (81.7569 28.2502),198890,2099307.0,4
81.7213,28.2999,2019-04-21,POINT (81.7213 28.2999),198890,2099307.0,4
81.7112,28.2985,2019-04-21,POINT (81.7112 28.2985),198890,2099307.0,4
81.3817,28.3631,2019-04-21,POINT (81.3817 28.3631),198890,2099307.0,4
81.38,28.372,2019-04-21,POINT (81.38 28.372),198890,2099307.0,4
81.983,28.1012,2019-04-21,POINT (81.983 28.1012),198890,2099307.0,4
81.9588,28.0991,2019-04-21,POINT (81.9588 28.0991),198890,2099307.0,4
81.9759,28.1054,2019-04-21,POINT (81.9759 28.1054),198890,2099307.0,4
81.983,28.1103,2019-04-21,POINT (81.983 28.1103),198890,2099307.0,4
82.5174,27.9333,2019-04-22,POINT (82.5174 27.9333),198890,2099307.0,4
82.5749,27.8957,2019-04-22,POINT (82.5749 27.8957),198890,2099307.0,4
82.568,27.8894,2019-04-22,POINT (82.568 27.8894),198890,2099307.0,4
82.6407,27.7853,2019-04-22,POINT (82.6407 27.7853),198890,2099307.0,4
82.6513,27.7836,2019-04-22,POINT (82.6513 27.7836),198890,2099307.0,4
82.5797,27.7572,2019-04-22,POINT (82.5797 27.7572),198890,2099307.0,4
82.734,27.6943,2019-04-22,POINT (82.734 27.6943),198890,2099307.0,4
81.3893,28.4133,2019-04-22,POINT (81.3893 28.4133),198890,2099307.0,4
81.6245,28.313,2019-04-22,POINT (81.6245 28.313),198890,2099307.0,4
81.3599,28.3438,2019-04-22,POINT (81.3599 28.3438),198890,2099307.0,4
81.7261,28.2422,2019-04-22,POINT (81.7261 28.2422),198890,2099307.0,4
81.8175,28.2281,2019-04-22,POINT (81.8175 28.2281),198890,2099307.0,4
81.8564,28.2129,2019-04-22,POINT (81.8564 28.2129),198890,2099307.0,4
81.903,28.1596,2019-04-22,POINT (81.903 28.1596),198890,2099307.0,4
81.9132,28.158,2019-04-22,POINT (81.9132 28.158),198890,2099307.0,4
81.8435,28.1225,2019-04-22,POINT (81.8435 28.1225),198890,2099307.0,4
81.8537,28.121,2019-04-22,POINT (81.8537 28.121),198890,2099307.0,4
81.852,28.112,2019-04-22,POINT (81.852 28.112),198890,2099307.0,4
82.2076,28.0105,2019-04-22,POINT (82.2076 28.0105),198890,2099307.0,4
82.6162,27.9363,2019-04-22,POINT (82.6162 27.9363),198890,2099307.0,4
82.6268,27.9346,2019-04-22,POINT (82.6268 27.9346),198890,2099307.0,4
81.8866,28.1415,2019-04-22,POINT (81.8866 28.1415),198890,2099307.0,4
81.9821,28.0935,2019-04-22,POINT (81.9821 28.0935),198890,2099307.0,4
81.9758,28.091,2019-04-22,POINT (81.9758 28.091),198890,2099307.0,4
81.9094,28.1494,2019-04-22,POINT (81.9094 28.1494),198890,2099307.0,4
81.9115,28.1954,2019-04-22,POINT (81.9115 28.1954),198890,2099307.0,4
81.9829,28.0978,2019-04-22,POINT (81.9829 28.0978),198890,2099307.0,4
81.9812,28.0873,2019-04-22,POINT (81.9812 28.0873),198890,2099307.0,4
83.0231,27.6009,2019-04-23,POINT (83.0231 27.6009),198890,2099307.0,4
82.6578,27.8677,2019-04-23,POINT (82.6578 27.8677),198890,2099307.0,4
81.8739,27.9821,2019-04-23,POINT (81.8739 27.9821),198890,2099307.0,4
81.8323,28.0966,2019-04-23,POINT (81.8323 28.0966),198890,2099307.0,4
81.4957,28.3495,2019-04-23,POINT (81.4957 28.3495),198890,2099307.0,4
81.4838,28.3475,2019-04-23,POINT (81.4838 28.3475),198890,2099307.0,4
81.4899,28.3513,2019-04-23,POINT (81.4899 28.3513),198890,2099307.0,4
81.4781,28.3493,2019-04-23,POINT (81.4781 28.3493),198890,2099307.0,4
81.474,28.3685,2019-04-23,POINT (81.474 28.3685),198890,2099307.0,4
81.3609,28.3796,2019-04-23,POINT (81.3609 28.3796),198890,2099307.0,4
81.3906,28.4143,2019-04-23,POINT (81.3906 28.4143),198890,2099307.0,4
81.928,28.165,2019-04-23,POINT (81.928 28.165),198890,2099307.0,4
81.8244,28.0042,2019-04-24,POINT (81.8244 28.0042),198890,2099307.0,4
81.9458,28.179,2019-04-24,POINT (81.9458 28.179),198890,2099307.0,4
81.6444,28.3265,2019-04-24,POINT (81.6444 28.3265),198890,2099307.0,4
81.6547,28.3249,2019-04-24,POINT (81.6547 28.3249),198890,2099307.0,4
81.9134,28.1748,2019-04-24,POINT (81.9134 28.1748),198890,2099307.0,4
81.9114,28.1378,2019-04-24,POINT (81.9114 28.1378),198890,2099307.0,4
81.9216,28.1362,2019-04-24,POINT (81.9216 28.1362),198890,2099307.0,4
82.0379,28.081,2019-04-24,POINT (82.0379 28.081),198890,2099307.0,4
81.5101,28.3628,2019-04-25,POINT (81.5101 28.3628),198890,2099307.0,4
81.5065,28.3706,2019-04-25,POINT (81.5065 28.3706),198890,2099307.0,4
82.8548,27.8322,2019-04-25,POINT (82.8548 27.8322),198890,2099307.0,4
82.0326,28.0993,2019-04-25,POINT (82.0326 28.0993),198890,2099307.0,4
81.9171,28.1246,2019-04-25,POINT (81.9171 28.1246),198890,2099307.0,4
82.6133,27.7151,2019-04-25,POINT (82.6133 27.7151),198890,2099307.0,4
81.9056,28.1382,2019-04-25,POINT (81.9056 28.1382),198890,2099307.0,4
81.5854,28.3093,2019-04-25,POINT (81.5854 28.3093),198890,2099307.0,4
81.512,28.3728,2019-04-25,POINT (81.512 28.3728),198890,2099307.0,4
81.5103,28.382,2019-04-25,POINT (81.5103 28.382),198890,2099307.0,4
82.0284,28.0992,2019-04-26,POINT (82.0284 28.0992),198890,2099307.0,4
81.5969,28.3175,2019-04-26,POINT (81.5969 28.3175),198890,2099307.0,4
81.9286,28.1154,2019-04-26,POINT (81.9286 28.1154),198890,2099307.0,4
81.8078,28.0292,2019-04-26,POINT (81.8078 28.0292),198890,2099307.0,4
81.8187,28.0278,2019-04-26,POINT (81.8187 28.0278),198890,2099307.0,4
81.8223,28.0218,2019-04-26,POINT (81.8223 28.0218),198890,2099307.0,4
81.6181,28.3583,2019-04-26,POINT (81.6181 28.3583),198890,2099307.0,4
81.8693,28.2523,2019-04-26,POINT (81.8693 28.2523),198890,2099307.0,4
81.9176,28.1168,2019-04-26,POINT (81.9176 28.1168),198890,2099307.0,4
81.9027,28.1332,2019-04-27,POINT (81.9027 28.1332),198890,2099307.0,4
81.9226,27.9675,2019-04-27,POINT (81.9226 27.9675),198890,2099307.0,4
81.9266,27.9073,2019-04-27,POINT (81.9266 27.9073),198890,2099307.0,4
81.9209,27.9086,2019-04-27,POINT (81.9209 27.9086),198890,2099307.0,4
81.961,28.1518,2019-04-27,POINT (81.961 28.1518),198890,2099307.0,4
81.5815,28.3488,2019-04-27,POINT (81.5815 28.3488),198890,2099307.0,4
81.5059,28.3465,2019-04-27,POINT (81.5059 28.3465),198890,2099307.0,4
81.5363,28.3605,2019-04-27,POINT (81.5363 28.3605),198890,2099307.0,4
81.5256,28.3588,2019-04-27,POINT (81.5256 28.3588),198890,2099307.0,4
81.5553,28.3727,2019-04-27,POINT (81.5553 28.3727),198890,2099307.0,4
81.5448,28.3711,2019-04-27,POINT (81.5448 28.3711),198890,2099307.0,4
81.524,28.3679,2019-04-27,POINT (81.524 28.3679),198890,2099307.0,4
81.5432,28.3801,2019-04-27,POINT (81.5432 28.3801),198890,2099307.0,4
81.5412,28.3892,2019-04-27,POINT (81.5412 28.3892),198890,2099307.0,4
81.5308,28.3876,2019-04-27,POINT (81.5308 28.3876),198890,2099307.0,4
83.0317,27.6223,2019-04-27,POINT (83.0317 27.6223),198890,2099307.0,4
83.0217,27.6208,2019-04-27,POINT (83.0217 27.6208),198890,2099307.0,4
82.6644,27.7628,2019-04-27,POINT (82.6644 27.7628),198890,2099307.0,4
82.5924,27.7615,2019-04-27,POINT (82.5924 27.7615),198890,2099307.0,4
82.5823,27.7601,2019-04-27,POINT (82.5823 27.7601),198890,2099307.0,4
82.2499,27.8402,2019-04-27,POINT (82.2499 27.8402),198890,2099307.0,4
82.276,27.8903,2019-04-27,POINT (82.276 27.8903),198890,2099307.0,4
82.515,27.9437,2019-04-27,POINT (82.515 27.9437),198890,2099307.0,4
82.5049,27.9423,2019-04-27,POINT (82.5049 27.9423),198890,2099307.0,4
82.4831,27.9482,2019-04-27,POINT (82.4831 27.9482),198890,2099307.0,4
82.4177,27.9662,2019-04-27,POINT (82.4177 27.9662),198890,2099307.0,4
82.5591,28.0058,2019-04-27,POINT (82.5591 28.0058),198890,2099307.0,4
82.2291,27.994,2019-04-27,POINT (82.2291 27.994),198890,2099307.0,4
81.8162,28.0337,2019-04-27,POINT (81.8162 28.0337),198890,2099307.0,4
81.8059,28.0322,2019-04-27,POINT (81.8059 28.0322),198890,2099307.0,4
81.9125,28.1035,2019-04-27,POINT (81.9125 28.1035),198890,2099307.0,4
81.9108,28.1125,2019-04-27,POINT (81.9108 28.1125),198890,2099307.0,4
81.8988,28.12,2019-04-27,POINT (81.8988 28.12),198890,2099307.0,4
81.897,28.129,2019-04-27,POINT (81.897 28.129),198890,2099307.0,4
81.83,28.1467,2019-04-27,POINT (81.83 28.1467),198890,2099307.0,4
81.6767,28.3267,2019-04-27,POINT (81.6767 28.3267),198890,2099307.0,4
81.6663,28.3251,2019-04-27,POINT (81.6663 28.3251),198890,2099307.0,4
81.7009,28.3391,2019-04-27,POINT (81.7009 28.3391),198890,2099307.0,4
81.6801,28.3359,2019-04-27,POINT (81.6801 28.3359),198890,2099307.0,4
81.6696,28.3343,2019-04-27,POINT (81.6696 28.3343),198890,2099307.0,4
81.5968,28.3232,2019-04-27,POINT (81.5968 28.3232),198890,2099307.0,4
81.6679,28.3433,2019-04-27,POINT (81.6679 28.3433),198890,2099307.0,4
81.9067,28.1198,2019-04-27,POINT (81.9067 28.1198),198890,2099307.0,4
83.0215,27.6208,2019-04-28,POINT (83.0215 27.6208),198890,2099307.0,4
81.5416,28.3524,2019-04-28,POINT (81.5416 28.3524),198890,2099307.0,4
83.0236,27.6228,2019-04-28,POINT (83.0236 27.6228),198890,2099307.0,4
82.5843,27.7616,2019-04-28,POINT (82.5843 27.7616),198890,2099307.0,4
82.766,27.7972,2019-04-28,POINT (82.766 27.7972),198890,2099307.0,4
82.8049,27.9025,2019-04-28,POINT (82.8049 27.9025),198890,2099307.0,4
82.793,27.9011,2019-04-28,POINT (82.793 27.9011),198890,2099307.0,4
82.4946,27.9434,2019-04-28,POINT (82.4946 27.9434),198890,2099307.0,4
81.9144,27.914,2019-04-28,POINT (81.9144 27.914),198890,2099307.0,4
82.0192,27.9657,2019-04-28,POINT (82.0192 27.9657),198890,2099307.0,4
82.008,27.9642,2019-04-28,POINT (82.008 27.9642),198890,2099307.0,4
81.954,27.9813,2019-04-28,POINT (81.954 27.9813),198890,2099307.0,4
81.9531,28.0578,2019-04-28,POINT (81.9531 28.0578),198890,2099307.0,4
81.9456,28.063,2019-04-28,POINT (81.9456 28.063),198890,2099307.0,4
81.917,28.0977,2019-04-28,POINT (81.917 28.0977),198890,2099307.0,4
81.9043,28.1057,2019-04-28,POINT (81.9043 28.1057),198890,2099307.0,4
81.868,28.1201,2019-04-28,POINT (81.868 28.1201),198890,2099307.0,4
81.9535,28.1406,2019-04-28,POINT (81.9535 28.1406),198890,2099307.0,4
81.8318,28.1345,2019-04-28,POINT (81.8318 28.1345),198890,2099307.0,4
81.8476,28.1417,2019-04-28,POINT (81.8476 28.1417),198890,2099307.0,4
81.8365,28.1403,2019-04-28,POINT (81.8365 28.1403),198890,2099307.0,4
81.835,28.1497,2019-04-28,POINT (81.835 28.1497),198890,2099307.0,4
81.8665,28.1632,2019-04-28,POINT (81.8665 28.1632),198890,2099307.0,4
81.8555,28.1618,2019-04-28,POINT (81.8555 28.1618),198890,2099307.0,4
81.7282,28.2761,2019-04-28,POINT (81.7282 28.2761),198890,2099307.0,4
81.6025,28.3225,2019-04-28,POINT (81.6025 28.3225),198890,2099307.0,4
81.5097,28.3483,2019-04-28,POINT (81.5097 28.3483),198890,2099307.0,4
81.5185,28.3589,2019-04-28,POINT (81.5185 28.3589),198890,2099307.0,4
81.5396,28.3879,2019-04-28,POINT (81.5396 28.3879),198890,2099307.0,4
81.5339,28.3555,2019-04-28,POINT (81.5339 28.3555),198890,2099307.0,4
81.53,28.3526,2019-04-28,POINT (81.53 28.3526),198890,2099307.0,4
81.8634,28.1364,2019-04-28,POINT (81.8634 28.1364),198890,2099307.0,4
81.9234,28.096,2019-04-28,POINT (81.9234 28.096),198890,2099307.0,4
81.5362,28.3542,2019-04-28,POINT (81.5362 28.3542),198890,2099307.0,4
81.6674,28.3171,2019-04-28,POINT (81.6674 28.3171),198890,2099307.0,4
81.5535,28.3523,2019-04-28,POINT (81.5535 28.3523),198890,2099307.0,4
81.8928,28.1687,2019-04-28,POINT (81.8928 28.1687),198890,2099307.0,4
81.5109,28.3981,2019-04-29,POINT (81.5109 28.3981),198890,2099307.0,4
81.6414,28.367,2019-04-29,POINT (81.6414 28.367),198890,2099307.0,4
81.5842,28.3668,2019-04-29,POINT (81.5842 28.3668),198890,2099307.0,4
81.4552,28.3719,2019-04-29,POINT (81.4552 28.3719),198890,2099307.0,4
81.9726,28.1659,2019-04-29,POINT (81.9726 28.1659),198890,2099307.0,4
81.8903,28.1697,2019-04-29,POINT (81.8903 28.1697),198890,2099307.0,4
81.8309,28.1601,2019-04-29,POINT (81.8309 28.1601),198890,2099307.0,4
81.8422,28.1582,2019-04-29,POINT (81.8422 28.1582),198890,2099307.0,4
81.8535,28.1564,2019-04-29,POINT (81.8535 28.1564),198890,2099307.0,4
81.8648,28.1545,2019-04-29,POINT (81.8648 28.1545),198890,2099307.0,4
81.8874,28.1507,2019-04-29,POINT (81.8874 28.1507),198890,2099307.0,4
81.9428,28.1415,2019-04-29,POINT (81.9428 28.1415),198890,2099307.0,4
81.8628,28.1451,2019-04-29,POINT (81.8628 28.1451),198890,2099307.0,4
81.8742,28.1432,2019-04-29,POINT (81.8742 28.1432),198890,2099307.0,4
81.8723,28.1337,2019-04-29,POINT (81.8723 28.1337),198890,2099307.0,4
82.0512,28.0938,2019-04-29,POINT (82.0512 28.0938),198890,2099307.0,4
81.9166,28.0923,2019-04-29,POINT (81.9166 28.0923),198890,2099307.0,4
