longitude,latitude,fire_prediction
84.7652,27.3426,0.09971751412429378
81.3131,28.7084,0.06949152542372881
82.8981,28.0149,0.0
80.469,28.7751,0.6547699757869249
80.8737,28.7996,0.1423728813559322
85.2159,27.8842,0.6245762711864407
80.3142,29.1083,0.9423728813559322
81.3143,28.564,0.8101694915254237
81.4384,28.5169,0.025423728813559324
80.6432,29.116,0.15593220338983052
81.5245,28.5367,0.00847457627118644
85.8338,27.0207,0.8864406779661017
81.2929,28.6565,0.8275706214689266
81.2786,28.5924,0.9354721549636804
82.8049,27.9025,0.0
82.2829,27.8483,0.02711864406779661
80.5088,29.0238,0.7677966101694915
82.6655,27.7696,0.8666666666666666
82.1576,27.8937,0.8067796610169492
80.1771,28.8106,0.33559322033898303
86.5608,26.9083,0.9016949152542373
81.3695,28.5393,0.2269774011299435
81.5553,28.3727,0.2135593220338983
82.0765,28.1929,0.5805084745762712
80.5957,28.8633,0.0
80.7004,28.7041,0.9728813559322034
81.409,28.4598,0.00847457627118644
82.0033,28.6442,0.6830508474576271
80.8523,28.9371,0.32372881355932204
82.8981,28.0149,0.0
82.298,27.8455,0.025423728813559324
81.5363,28.4747,0.29322033898305083
82.1669,27.9191,0.7672316384180791
82.8634,27.7608,0.005084745762711864
81.2702,28.5748,0.012711864406779662
86.417,26.9813,0.04745762711864407
83.976,27.6272,0.07796610169491526
80.7391,28.6709,0.3858757062146893
82.6824,27.9159,0.010169491525423728
81.9667,28.2635,0.0
81.8997,27.9611,0.03728813559322034
81.3573,28.6003,0.636864406779661
81.474,28.3685,0.006779661016949152
81.3282,28.6074,0.9474576271186441
81.2654,28.5223,0.06694915254237288
82.1071,28.4486,0.001694915254237288
80.6527,29.0179,0.7084745762711865
81.5063,28.4066,0.8898305084745762
84.7858,27.2696,0.23559322033898306
82.1149,28.0517,0.6745762711864407
84.8066,27.2418,0.8542372881355932
80.9971,28.9324,0.6497175141242938
81.3485,28.893,0.01694915254237288
84.6187,28.1235,0.7084745762711865
81.4539,28.4161,0.0
82.1442,28.5452,0.0
81.4421,28.4142,0.12033898305084746
82.6268,27.9346,0.003389830508474576
82.0601,28.0649,0.5663841807909605
82.8061,27.9133,0.001694915254237288
80.2694,29.4293,0.19576271186440677
81.8837,28.1015,0.04576271186440678
80.2146,28.8479,0.03220338983050847
82.2382,28.4434,0.001694915254237288
86.778,26.7266,0.028248587570621465
84.9094,27.3111,0.03728813559322034
81.8739,27.9821,0.8406779661016949
82.6777,27.916,0.3220338983050847
81.4628,28.4311,0.001694915254237288
82.8557,27.8853,0.0
80.4705,29.0747,0.0
82.1688,28.5842,0.6016949152542372
81.3573,28.6003,0.001694915254237288
81.6597,28.3767,0.0
82.4806,28.2358,0.5559322033898305
81.5733,28.3365,0.02711864406779661
81.6394,29.1657,0.01694915254237288
81.3091,28.5415,0.2745762711864407
80.767,29.0288,0.03220338983050847
82.0159,28.0784,0.020338983050847456
85.6529,27.0583,0.688135593220339
82.6135,27.9371,0.04915254237288136
81.7093,28.2948,0.06271186440677966
80.2628,29.0125,0.20649717514124294
81.4146,28.3896,0.8038135593220339
84.2329,27.5224,0.6819209039548022
82.1149,28.0517,0.0
86.0702,27.2442,0.04067796610169491
86.6082,26.9005,0.9152542372881356
81.0033,29.2612,0.001694915254237288
80.7967,28.8136,0.8296610169491525
81.9166,28.0923,0.4312994350282486
82.3415,27.7722,0.39420903954802267
80.427,29.0966,0.769774011299435
81.983,28.1103,0.19661016949152543
80.4581,28.7311,0.07033898305084746
80.4292,29.1057,0.08926553672316385
80.4812,28.7295,0.13152542372881354
81.4446,28.4569,0.17457627118644067
84.8731,27.3418,0.0711864406779661
80.8551,28.6629,0.001694915254237288
81.8794,28.2954,0.7169491525423729
81.5561,28.4897,0.8101694915254237
81.546,28.7129,0.0576271186440678
81.7868,28.4412,0.0
80.8614,28.7055,0.07570621468926554
81.7261,28.2422,0.2627118644067797
80.3901,29.0967,0.9384180790960454
80.3815,28.993,0.7768361581920904
81.4309,28.8939,0.07966101694915254
82.1757,27.9302,0.0
87.7517,27.211,0.8220338983050848
82.0683,28.1876,0.0
80.6294,29.1371,0.05593220338983051
81.2928,28.5601,0.6423728813559322
81.3373,28.8892,0.8521186440677966
81.4385,28.4564,0.001694915254237288
83.1412,28.3162,0.01694915254237288
84.4838,27.5524,0.04847457627118644
81.132,28.8267,0.15016949152542372
81.473,28.9985,0.2
82.054,28.258,0.24745762711864408
80.469,28.7751,0.0
81.8494,28.6292,0.27796610169491526
81.1822,28.9969,0.18983050847457628
84.3418,27.5571,0.09661016949152543
81.5718,28.5311,0.17457627118644067
80.7707,28.9539,0.8984463276836159
81.2946,28.5389,0.5561016949152542
80.6227,28.9373,0.0
82.0111,28.0722,0.2016949152542373
81.4016,28.4771,0.0
81.6591,28.5585,0.005084745762711864
83.8027,27.6211,0.09929378531073446
86.112,27.2283,0.08813559322033898
81.9825,28.6553,0.0
80.1867,29.0572,0.38305084745762713
82.2608,28.2627,0.10847457627118644
86.0991,27.2546,0.8254237288135593
82.8946,28.012,0.04067796610169491
82.0117,28.0912,0.15254237288135594
82.8268,27.7426,0.8471751412429378
85.7126,27.6137,0.29152542372881357
82.0738,28.361,0.003389830508474576
81.8162,28.0337,0.10847457627118644
84.9568,27.2618,0.7906779661016949
84.0369,27.5286,0.05593220338983051
81.5568,28.5941,0.8830508474576271
82.9132,27.9179,0.003389830508474576
80.1745,28.8965,0.22033898305084745
81.9339,28.4931,0.6435028248587571
85.7363,27.071,0.5288135593220339
82.8076,27.8389,0.030508474576271188
81.0734,28.8218,0.010169491525423728
80.2993,29.2036,0.07457627118644068
80.8464,28.5969,0.08305084745762711
81.3187,28.6778,0.9220338983050848
81.3282,28.6074,0.18163841807909606
81.9027,28.1332,0.7970621468926552
84.1375,27.5339,0.7949152542372881
82.0488,28.1822,0.0
80.3323,28.7562,0.42542372881355933
81.4401,28.5078,0.032627118644067796
85.3042,27.1096,0.7288135593220338
81.4609,28.7358,0.8375706214689265
82.1821,28.0051,0.6237288135593221
81.4108,28.9003,0.00847457627118644
82.1197,28.3181,0.47627118644067795
81.7282,28.2761,0.39322033898305087
83.894,27.602,0.02005649717514124
82.0512,28.0938,0.003389830508474576
83.1412,28.3162,0.5542372881355933
81.4747,28.3953,0.20282485875706216
80.4159,29.0952,0.0
81.1126,28.8596,0.0
82.7322,27.8988,0.4186440677966102
80.8734,29.0304,0.7491525423728813
81.4478,28.8891,0.1135593220338983
84.5477,27.4044,0.1016949152542373
82.9222,28.0039,0.005084745762711864
82.8177,28.093,0.030508474576271188
82.1928,28.3449,0.2135593220338983
82.2366,28.007,0.04067796610169491
82.568,27.8894,0.22372881355932203
81.8833,28.1118,0.6389830508474577
81.8138,28.3304,0.26440677966101694
80.5612,29.3677,0.2542372881355932
87.9641,26.4816,0.769180790960452
81.4356,28.2601,0.08644067796610169
82.3226,27.8563,0.17796610169491525
81.0627,28.9149,0.9338983050847458
83.0963,28.1711,0.001694915254237288
81.835,28.1497,0.005084745762711864
80.9971,28.9324,0.0576271186440678
81.8476,28.1417,0.03898305084745763
80.6829,28.8578,0.0
80.4557,29.1008,0.03220338983050847
85.0746,27.2116,0.03389830508474576
82.0873,28.2712,0.01694915254237288
80.8772,28.5946,0.3959039548022599
82.2829,28.3799,0.752542372881356
81.2673,28.5022,0.001694915254237288
82.1814,28.0184,0.2138418079096045
81.0703,28.9604,0.7370338983050848
82.89,27.6876,0.09604519774011298
81.4404,28.3927,0.12146892655367232
80.6658,28.943,0.26949152542372884
81.4582,28.4771,0.001694915254237288
81.935,28.4674,0.001694915254237288
82.8076,27.8389,0.17627118644067796
82.8756,27.7117,0.923728813559322
83.9958,27.5236,0.11864406779661017
81.5952,28.4611,0.7983050847457627
80.4282,29.1105,0.5957627118644068
82.1102,28.0343,0.8694915254237288
87.3497,27.1979,0.09152542372881356
81.9386,28.1341,0.00847457627118644
80.7009,28.6729,0.06610169491525424
85.7605,27.4498,0.14745762711864407
81.6294,29.1643,0.37796610169491524
81.2522,28.505,0.48234463276836165
83.0107,28.1335,0.6644067796610169
81.2986,28.7415,0.020338983050847456
80.658,28.9265,0.8813559322033898
82.6938,27.726,0.09491525423728814
80.3142,29.1083,0.0
83.1135,28.1366,0.13559322033898305
81.2364,28.7063,0.04067796610169491
81.8476,28.6364,0.003389830508474576
80.5202,29.2795,0.4532485875706214
81.7609,28.687,0.9401129943502826
82.1814,28.0184,0.07457627118644068
81.225,28.6018,0.6406779661016949
80.6227,28.9373,0.05084745762711865
80.2699,29.1191,0.676271186440678
82.2819,28.3161,0.16610169491525423
82.6824,27.9159,0.29491525423728815
84.5354,27.4119,0.02711864406779661
80.5044,29.2766,0.0
82.5389,27.9374,0.003389830508474576
82.0783,28.1842,0.6101694915254238
83.0533,28.033,0.020338983050847456
80.4798,28.9777,0.05593220338983051
81.3902,29.0049,0.1694915254237288
80.8202,29.3236,0.15254237288135594
81.7228,28.2736,0.001694915254237288
81.8693,28.3033,0.0
82.0601,28.0649,0.025423728813559324
80.5481,28.9094,0.013559322033898305
81.1949,28.8213,0.8595480225988701
80.5121,28.9863,0.09152542372881356
81.2987,28.6118,0.022033898305084745
80.3865,29.0235,0.8559322033898306
81.3764,28.5811,0.0
81.8565,27.974,0.06610169491525424
83.235,27.6806,0.4406779661016949
80.9581,28.5153,0.12203389830508475
82.8737,27.9249,0.001694915254237288
80.4798,28.9777,0.8248587570621468
84.5459,27.4136,0.188135593220339
81.4904,28.3249,0.0
80.6179,29.3673,0.3711864406779661
83.5294,27.7138,0.020338983050847456
81.5097,28.3483,0.676271186440678
82.5843,27.7616,0.2407909604519774
80.683,28.926,0.0
80.8204,28.782,0.8966101694915254
81.8495,28.797,0.015254237288135594
81.4037,28.9007,0.001694915254237288
87.3239,27.0911,0.18983050847457628
81.8059,28.0322,0.0
80.8601,29.0369,0.001694915254237288
83.1762,28.0166,0.8203389830508474
81.6674,28.3171,0.0
82.4015,27.8247,0.0423728813559322
81.3607,28.8948,0.06694915254237288
80.2765,28.9807,0.04576271186440678
81.0007,28.9412,0.8372881355932204
80.4552,29.0879,0.03728813559322034
81.4877,28.4473,0.0
80.829,28.6253,0.03559322033898305
81.093,28.8558,0.001694915254237288
81.4825,28.6263,0.0
82.8475,27.9298,0.0
83.2205,27.7432,0.07627118644067797
80.3686,29.1153,0.788357546408394
80.9622,28.5333,0.49104519774011307
80.6526,29.0006,0.8559322033898306
81.3654,28.4725,0.13361581920903956
81.3817,28.3631,0.003389830508474576
82.8205,28.0045,0.0
81.307,28.6794,0.7288135593220338
81.049,28.762,0.9288135593220339
81.8986,28.5322,0.8525423728813559
80.4292,29.1057,0.16807909604519775
82.0512,28.0938,0.001694915254237288
83.0949,27.6733,0.24067796610169492
81.0033,29.2612,0.020338983050847456
81.9639,28.4889,0.2830508474576271
80.5612,29.3677,0.015254237288135594
80.7195,28.9677,0.0
80.4663,28.7425,0.29604519774011295
81.1763,28.8446,0.9084745762711864
81.6921,28.2993,0.11313559322033899
82.1674,27.9531,0.016142050040355127
85.0746,27.2116,0.8542372881355932
80.3987,29.1072,0.5393744955609361
82.4082,27.921,0.17288135593220338
80.6389,29.4298,0.8186440677966101
81.4851,28.5055,0.010169491525423728
81.8223,28.0218,0.7711864406779662
81.2686,28.5807,0.010169491525423728
81.6734,28.4847,0.7983050847457627
82.2407,28.3485,0.19152542372881357
80.644,29.1323,0.7923728813559322
86.0324,27.0151,0.8389830508474576
80.9826,28.8872,0.8737288135593221
80.6032,29.0822,0.9220338983050848
82.3161,28.322,0.10508474576271186
86.7885,26.7887,0.07994350282485876
80.5418,29.1616,0.0
80.2929,29.1042,0.7457627118644068
81.897,28.129,0.14957627118644068
81.5308,28.3876,0.9203389830508475
81.8146,28.522,0.519774011299435
81.3437,28.5556,0.05084745762711865
82.9083,28.0165,0.8423728813559322
84.9744,27.2761,0.16807909604519772
80.8601,29.0369,0.0
80.4812,28.7295,0.16101694915254236
80.1855,28.8431,0.09322033898305085
81.9176,28.1168,0.003389830508474576
80.7796,29.3127,0.05423728813559322
82.4503,27.9629,0.010169491525423728
81.4804,28.6569,0.8694915254237288
80.2146,28.8479,0.061016949152542375
86.5895,26.7651,0.03559322033898305
81.4877,28.4473,0.4561178369652945
81.1261,28.83,0.5620056497175141
81.8732,28.4107,0.18220338983050846
81.7032,28.4687,0.001694915254237288
82.7511,27.7761,0.16483050847457628
82.6581,28.3111,0.015254237288135594
81.4697,28.4131,0.0
81.2802,28.9689,0.7529943502824858
82.1076,28.506,0.10847457627118644
82.2086,27.9007,0.22542372881355932
85.9522,27.0294,0.7406779661016949
80.4933,28.7165,0.4770621468926554
84.903,27.3012,0.526783696529459
82.0024,28.0851,0.2864406779661017
81.4385,28.4564,0.8627118644067797
81.4781,28.3493,0.005084745762711864
81.0443,28.8985,0.8596468926553672
81.1623,29.0841,0.5080508474576271
81.546,28.7129,0.14110169491525423
80.5038,29.0235,0.0
81.9289,28.1231,0.8745762711864407
87.6906,26.7129,0.5451977401129943
85.0784,27.2152,0.15254237288135594
80.8783,28.6114,0.0
80.3917,29.0877,0.0
84.5042,27.5312,0.03864406779661017
81.432,28.2055,0.547631154156578
85.5132,27.0177,0.08135593220338982
84.8524,27.2787,0.9593220338983051
81.8269,28.4011,0.01694915254237288
81.9363,28.1443,0.9473870056497173
81.4877,28.2956,0.11299435028248586
81.9893,27.9526,0.7610169491525424
81.5245,28.5367,0.0
82.1551,28.5305,0.001694915254237288
83.075,27.6561,0.06271186440677966
82.7875,27.923,0.23728813559322035
80.4373,28.769,0.013559322033898305
81.5396,28.3879,0.964406779661017
81.8063,28.6528,0.8355932203389831
81.3091,28.5415,0.13305084745762713
86.112,27.2283,0.07457627118644068
80.8831,28.5489,0.07570621468926553
80.5285,29.1514,0.0
84.0651,27.5216,0.07711864406779662
82.6109,27.9506,0.12966101694915255
87.9522,26.4637,0.3511016949152542
81.8468,28.3053,0.8627118644067797
81.6207,28.4471,0.8576271186440678
81.1808,28.8102,0.0
81.2986,28.7415,0.21525423728813559
81.5339,28.3555,0.19322033898305085
83.0164,27.9736,0.8440677966101695
81.3043,28.7967,0.8423728813559322
82.0991,28.1689,0.04067796610169491
81.3097,29.664,0.6237288135593221
81.3848,28.9615,0.188135593220339
80.7163,29.0361,0.20745762711864407
80.2659,29.0679,0.023728813559322035
82.5385,27.9072,0.7711864406779662
82.8177,28.093,0.2423728813559322
81.4757,28.4112,0.8491525423728814
80.986,28.8847,0.006779661016949152
80.4821,28.9972,0.09661016949152543
80.6309,28.9477,0.12372881355932204
80.4046,29.167,0.08686440677966102
81.0077,28.8936,0.864406779661017
84.9267,28.3668,0.2135593220338983
80.3711,29.1097,0.28488700564971753
81.8732,28.4107,0.4101694915254237
81.5105,28.6906,0.06610169491525424
81.2711,28.7637,0.7431638418079095
82.2122,27.8734,0.0
85.7178,27.6821,0.03898305084745763
82.1767,27.9512,0.0
80.8619,28.6444,0.013559322033898305
81.5168,28.6066,0.23983050847457626
81.6067,28.3757,0.005084745762711864
82.4722,27.8074,0.0
80.1499,28.8725,0.023728813559322035
82.057,28.2041,0.005084745762711864
82.25,28.3594,0.0
80.6127,29.0967,0.9
82.0916,28.069,0.001694915254237288
82.9019,27.8292,0.03559322033898305
81.4146,28.3896,0.06440677966101695
80.6652,28.9991,0.16271186440677965
80.4789,29.409,0.8745762711864407
82.8575,27.941,0.05593220338983051
85.284,27.1881,0.015254237288135594
82.1563,28.0134,0.8254237288135593
82.1091,28.3223,0.0
81.5061,28.4686,0.27508474576271186
80.2551,29.079,0.1016949152542373
84.2224,27.5256,0.13728813559322034
86.0129,27.0567,0.9152542372881356
82.0387,28.5833,0.005084745762711864
81.5242,28.469,0.21525423728813559
81.3389,28.6057,0.8779661016949153
80.6475,28.6865,0.22344632768361583
81.7223,28.2586,0.0211864406779661
82.2291,27.994,0.0
83.0107,28.1335,0.013559322033898305
81.4098,28.974,0.8949152542372881
81.4877,28.6948,0.04406779661016949
81.1269,29.1414,0.013559322033898305
81.855,28.1808,0.01694915254237288
81.9588,28.3081,0.23220338983050848
81.6547,28.3249,0.10847457627118644
82.7352,27.869,0.12203389830508475
81.8241,28.2247,0.25677966101694916
84.1052,27.5388,0.0288135593220339
80.6475,28.6865,0.5677966101694916
82.1218,28.0229,0.003389830508474576
80.8634,28.6298,0.0
80.167,28.886,0.07288135593220339
82.6407,27.7853,0.8305084745762712
81.8213,27.9344,0.7954802259887006
82.5823,27.7601,0.14641242937853108
80.9733,28.9014,0.9271186440677966
83.0417,28.1484,0.011864406779661017
80.8523,28.9371,0.5440677966101695
80.1619,28.911,0.06610169491525424
80.61,29.0898,0.9627118644067797
81.4697,28.4131,0.811864406779661
81.835,28.1497,0.1440677966101695
82.0695,28.4269,0.001694915254237288
82.5843,27.7616,0.2912429378531073
81.8628,28.1451,0.0
81.8998,28.2058,0.09322033898305085
81.4687,28.4813,0.06779661016949153
80.3685,29.4467,0.01694915254237288
84.9094,27.2641,0.0940677966101695
83.0317,27.6223,0.06271186440677966
82.3813,27.8217,0.001694915254237288
86.5895,26.7651,0.013559322033898305
81.5427,28.4776,0.676271186440678
84.9044,27.2898,0.7575181598062956
80.9692,28.9848,0.01694915254237288
80.8734,29.0304,0.04067796610169491
83.6639,28.5189,0.45084745762711864
86.0364,26.9895,0.5595682001614205
81.8648,28.1545,0.0
81.7666,28.5113,0.6319209039548023
81.1572,28.9295,0.5402259887005648
86.2063,27.0853,0.2332203389830509
87.7517,27.211,0.17288135593220338
81.5294,28.4167,0.8576271186440678
84.4225,27.5537,0.02288135593220339
81.6547,28.3249,0.1
81.5061,28.4686,0.20847457627118643
80.5517,28.9047,0.9559322033898305
82.252,28.6625,0.6745762711864407
81.5061,28.4686,0.001694915254237288
81.5969,28.3175,0.025423728813559324
82.5324,27.9349,0.18135593220338983
82.7512,27.9167,0.8355932203389831
86.063,27.6563,0.0923728813559322
81.8347,28.2676,0.5807909604519773
81.3457,28.5929,0.3199152542372881
81.4337,28.3782,0.2704519774011299
81.9686,28.0532,0.022033898305084745
81.5243,28.4657,0.015254237288135594
81.8638,28.36,0.001694915254237288
85.6976,27.0336,0.15593220338983052
80.5315,29.1372,0.13559322033898305
84.8079,27.2604,0.6950282485875706
83.0876,27.6691,0.08757062146892655
86.5608,26.9083,0.363728813559322
83.0217,27.6208,0.05677966101694915
81.7771,28.253,0.8355932203389831
82.3381,27.8114,0.08135593220338982
81.8827,28.4123,0.2271186440677966
80.9555,28.9771,0.5720338983050848
83.1475,28.1447,0.0288135593220339
80.8231,29.0315,0.6694915254237288
80.5229,29.1456,0.001694915254237288
81.5968,28.3232,0.8377118644067797
81.3609,28.3796,0.013559322033898305
80.1771,28.8106,0.023728813559322035
81.7712,28.6871,0.9288135593220339
81.3656,28.586,0.1
80.6798,28.909,0.9384180790960454
81.9864,28.2918,0.9271186440677966
82.1939,28.3067,0.8677966101694915
81.3987,28.5183,0.025423728813559324
80.7163,29.0361,0.9
81.6685,28.5238,0.8940677966101694
80.4052,29.0079,0.0
82.0632,28.4821,0.7338983050847457
80.6236,29.1211,0.8790960451977402
80.1567,28.9264,0.9559322033898305
81.3654,28.4725,0.3050847457627119
80.6612,29.0189,0.1847457627118644
80.7378,28.9196,0.847457627118644
81.2233,28.814,0.04745762711864407
82.25,28.3594,0.2847457627118644
81.1232,28.8661,0.6655286521388216
81.4245,28.5719,0.0847457627118644
82.2206,28.5383,0.010169491525423728
81.9931,28.2176,0.0
81.4404,28.3927,0.15254237288135594
85.1713,27.1581,0.03728813559322034
80.6829,28.8578,0.15932203389830507
80.8231,29.0315,0.003389830508474576
81.8997,27.9611,0.2
82.2206,28.5383,0.2440677966101695
81.4157,28.5734,0.14576271186440679
82.1117,28.0243,0.03220338983050847
80.2231,29.0351,0.2135593220338983
82.0986,28.0633,0.001694915254237288
80.1782,29.0571,0.22033898305084745
82.7303,27.6838,0.8050847457627118
80.8711,29.0039,0.12203389830508475
80.2402,28.8416,0.6305084745762712
82.0078,28.1588,0.9186440677966101
81.2968,29.0462,0.8847457627118644
83.9958,27.5236,0.013559322033898305
81.5168,28.6066,0.1963276836158192
80.1938,28.8966,0.1152542372881356
82.1052,28.0666,0.9601694915254237
85.7363,27.071,0.10508474576271186
81.8318,28.1345,0.9082445520581113
81.9763,28.2934,0.001694915254237288
81.1232,28.8661,0.030508474576271188
81.813,28.1132,0.6961864406779661
81.1232,28.8661,0.2875706214689266
81.6767,28.3267,0.6915254237288135
83.0533,28.033,0.10915254237288134
81.8794,28.2954,0.001694915254237288
81.9588,28.0991,0.24322033898305084
81.1714,28.9783,0.0
80.9555,28.9771,0.2539951573849879
83.9017,27.6266,0.04406779661016949
82.0698,28.4371,0.13728813559322034
81.6274,28.4067,0.011864406779661017
83.0963,28.1711,0.6661016949152543
82.1197,28.3181,0.00847457627118644
87.5131,26.7267,0.9024011299435027
82.5823,27.7601,0.46172316384180784
82.0596,28.184,0.0288135593220339
82.6394,27.9252,0.19830508474576272
81.4453,28.7524,0.8548022598870056
84.0369,27.5286,0.8101694915254237
84.8447,27.2792,0.9559322033898305
80.4544,28.9738,0.01694915254237288
81.9695,28.2265,0.015254237288135594
81.8241,28.2247,0.6593220338983051
81.3893,28.4133,0.003389830508474576
81.4421,28.4142,0.7964406779661016
82.2668,28.3269,0.0
80.3865,29.0235,0.04067796610169491
80.4558,28.8046,0.01864406779661017
82.0896,28.0723,0.16271186440677965
80.5955,28.9507,0.04576271186440678
81.5991,28.4476,0.0
80.4874,29.0114,0.0
81.5354,28.6085,0.8389830508474576
81.8665,28.1632,0.0
81.4449,28.8864,0.14576271186440679
82.2206,28.5383,0.6305084745762712
81.4438,28.752,0.8203389830508474
81.5778,28.4665,0.44745762711864406
81.4719,28.3998,0.6926553672316383
83.5307,27.7229,0.10338983050847457
82.0592,28.4382,0.08135593220338982
82.8585,27.9369,0.14576271186440679
85.2679,27.1681,0.5728813559322034
82.5049,27.9423,0.5451977401129943
81.5952,28.4611,0.023728813559322035
81.8648,28.1545,0.9830508474576272
80.696,29.448,0.030508474576271188
85.0784,27.2152,0.8322033898305085
80.9019,28.8267,0.005084745762711864
82.1047,27.9588,0.6305084745762712
82.0347,28.5842,0.0
81.4838,28.3475,0.28220338983050847
81.9494,28.1385,0.0
84.1356,27.739,0.01864406779661017
86.4071,26.9827,0.1893220338983051
82.8595,27.95,0.8542372881355932
82.7636,27.7208,0.07627118644067797
82.8729,28.0129,0.04067796610169491
